training/training	SRR5891912	SRR5892053	SRR10741173	SRR5891909	SRR5891915	SRR5891916	SRR8835143	SRR5891950	SRR5891951	SRR5892016	SRR5892018	SRR5892021	SRR14617990	SRR14618001	SRR14618012	SRR14618021	SRR14618023	SRR14618024	SRR14618026	SRR14618038	SRR14618039	SRR14618054	SRR14618074	SRR14618085	SRR14618087	SRR14618090	SRR14618101	SRR5891914	SRR14617991	SRR14618014	SRR14618016	SRR14618017	SRR14618019	SRR14618070	SRR14618071	SRR14618072	SRR14618073	SRR14618075	SRR14618079	SRR14618081	SRR14618082	SRR14618084	SRR14618086	SRR5891799	SRR5891805	SRR5891903	SRR5891920	SRR8835167	SRR5891873	SRR5891700	SRR5891755	SRR14617982	SRR14617985	SRR14617986	SRR14618040	SRR14618041	SRR14618042	SRR14618044	SRR14618046	SRR14618047	SRR14618057	SRR14618110	SRR14618111	SRR5891919	SRR10741171	SRR10741172	SRR11078313	SRR14617983	SRR14617999	SRR14618011	SRR14618015	SRR14618030	SRR14618045	SRR14618049	SRR14618050	SRR14618053	SRR14618055	SRR14618056	SRR14618059	SRR14618064	SRR14618065	SRR14618107	SRR7662554	SRR7662556	SRR8699312	SRR11078309	SRR11078312	SRR5891798	SRR5891917	SRR5892051	SRR7662543	SRR7662555	SRR7662546	SRR7662555	SRR14618103	SRR14618104	SRR14618105	SRR14618108	SRR14617989	SRR14617996	SRR14617997	SRR14617998	SRR14618000	SRR14618003	SRR14618005	SRR14618006	SRR14618008	SRR14618009	SRR14618010	SRR14618061	SRR14618062	SRR14618066	SRR14618067	SRR14618068	SRR14618031	SRR14618032	SRR14618033	SRR14618034	SRR14618088	SRR14618089	SRR14618091	SRR14618092	SRR14618094	SRR14618095	SRR14618096	SRR14618097	SRR14618099	SRR14618100	SRR5891622	SRR5627788	SRR10741175	SRR5891650	SRR5891651	SRR5891652	SRR5891653	SRR6156375	SRR8699314	CRR493609	CRR493665	CRR493772	CRR493807	CRR493832	CRR494031	CRR494310	CRR494509	CRR494572	CRR494592	CRR494800	CRR494802	CRR495014	CRR495154	CRR495378	CRR495613	CRR495796	CRR495808	CRR495837	CRR495860	CRR495895	CRR495935	CRR495956	CRR495997	CRR496640	CRR496656	CRR496761	CRR496770	CRR496966	CRR497178	CRR497209	CRR497295	CRR497321	CRR497336	CRR497525	CRR497853	CRR498142	CRR498226	CRR498282	CRR498575	CRR499508	SRR5891628	SRR5891801
SRR14618000	0.286787	0.288755	0.244906	0.289764	0.292337	0.288468	0.246674	0.276527	0.255152	0.276767	0.276973	0.292277	0.297011	0.289314	0.287268	0.291754	0.284106	0.287407	0.283388	0.28503	0.301109	0.284568	0.282388	0.283747	0.286848	0.28478	0.293577	0.291666	0.293925	0.290637	0.314456	0.30073	0.300273	0.30797	0.295643	0.296103	0.293454	0.291786	0.295101	0.289721	0.310859	0.295049	0.29115	0.258303	0.278679	0.277013	0.266611	0.292699	0.292535	0.267791	0.265506	0.310278	0.305753	0.304676	0.302963	0.308893	0.310303	0.300841	0.307865	0.291809	0.31429	0.301553	0.304699	0.304628	0.270198	0.249592	0.232234	0.266582	0.447416	0.423483	0.284858	0.270307	0.281668	0.314707	0.291307	0.282327	0.286035	0.294084	0.343205	0.327129	0.390644	0.319082	0.259808	0.262557	0.273803	0.28508	0.270711	0.278889	0.280563	0.28091	0.269264	0.2716	0.250005	0.2716	0.292436	0.296744	0.30144	0.301562	0.289864	0.623703	0.619716	0.621043	1	0.615358	0.621993	0.619618	0.619181	0.61319	0.62405	0.629872	0.624888	0.624902	0.619023	0.616444	0.2858	0.288033	0.283659	0.284246	0.294753	0.28344	0.287022	0.287996	0.293281	0.284424	0.285746	0.293676	0.300836	0.285171	0.286145	0.165689	0.282332	0.28027	0.286422	0.279148	0.272711	0.27993	0.270358	0.280365	0.283787	0.248594	0.279626	0.282826	0.282171	0.280527	0.275413	0.285583	0.280743	0.283196	0.283046	0.256295	0.24261	0.280305	0.280402	0.281764	0.280964	0.282631	0.282957	0.282936	0.278408	0.280981	0.28263	0.279157	0.284987	0.279319	0.280691	0.29941	0.28247	0.274393	0.293968	0.28752	0.290923	0.286862	0.283198	0.28076	0.283657	0.284412	0.280209	0.276703	0.286068	0.321874
SRR14618003	0.280311	0.282814	0.24259	0.281905	0.285942	0.282361	0.241506	0.268389	0.248482	0.269464	0.269342	0.283957	0.289492	0.282976	0.28141	0.285444	0.278263	0.281517	0.277942	0.279153	0.292761	0.278737	0.276816	0.277793	0.280804	0.279209	0.286949	0.282825	0.28788	0.284657	0.306789	0.294146	0.293776	0.300752	0.289571	0.289838	0.287452	0.286298	0.289236	0.284031	0.30268	0.286268	0.285557	0.253095	0.272226	0.271026	0.261417	0.28657	0.284257	0.260545	0.258377	0.30251	0.298248	0.29738	0.295859	0.301114	0.302295	0.293711	0.299621	0.283391	0.306294	0.294466	0.297675	0.296963	0.264918	0.244563	0.228009	0.261573	0.443253	0.42275	0.279812	0.26564	0.275506	0.306565	0.284389	0.276372	0.279725	0.28752	0.344608	0.326805	0.390437	0.317597	0.253939	0.256939	0.267275	0.277493	0.264277	0.270425	0.274262	0.274225	0.263678	0.265614	0.244428	0.265614	0.287141	0.291822	0.295324	0.295237	0.283997	0.617647	0.619399	0.62422	0.615358	1	0.62455	0.628656	0.615524	0.610935	0.613358	0.621807	0.620392	0.621999	0.616261	0.609874	0.280143	0.282389	0.278543	0.279223	0.289075	0.277839	0.28162	0.282573	0.287428	0.278883	0.279971	0.287463	0.29352	0.279778	0.278129	0.161055	0.277489	0.272453	0.280367	0.27377	0.267458	0.275024	0.262893	0.272349	0.275434	0.23971	0.271472	0.27462	0.273932	0.272373	0.267826	0.276944	0.272474	0.274986	0.274854	0.24942	0.23895	0.272104	0.272285	0.273508	0.272929	0.274376	0.274683	0.274848	0.270453	0.272875	0.274276	0.271286	0.276618	0.271508	0.272704	0.289866	0.274146	0.266671	0.285129	0.278947	0.282294	0.278524	0.274858	0.27269	0.27541	0.275909	0.272286	0.268935	0.277538	0.32262
SRR14618005	0.280492	0.282846	0.242229	0.281993	0.286479	0.283094	0.24157	0.26885	0.248848	0.270065	0.269717	0.284637	0.289693	0.283048	0.281511	0.285394	0.278536	0.281393	0.278078	0.279527	0.292938	0.279094	0.276975	0.278089	0.280799	0.279373	0.287462	0.283248	0.288772	0.285607	0.308381	0.295094	0.294293	0.301234	0.29025	0.290704	0.288627	0.287098	0.290004	0.285081	0.30333	0.28678	0.286263	0.252652	0.272603	0.270767	0.261466	0.286854	0.284818	0.261073	0.258854	0.303177	0.298794	0.297664	0.296385	0.301897	0.30264	0.294069	0.300117	0.283672	0.306805	0.295157	0.298109	0.297193	0.26569	0.245044	0.228523	0.261544	0.443928	0.423491	0.279815	0.265411	0.275612	0.307167	0.285086	0.276322	0.279609	0.28735	0.344691	0.326489	0.389288	0.318327	0.253907	0.257396	0.267727	0.278044	0.264964	0.270786	0.274217	0.27483	0.263952	0.266306	0.244634	0.266306	0.287614	0.292111	0.295857	0.295901	0.284964	0.622249	0.623773	0.624687	0.621993	0.62455	1	0.628841	0.622213	0.6211	0.619591	0.631217	0.627956	0.626494	0.621705	0.617735	0.280777	0.282348	0.278566	0.279345	0.289282	0.277787	0.28178	0.28248	0.287753	0.27906	0.280062	0.287299	0.294418	0.279873	0.278846	0.161499	0.277678	0.272835	0.280285	0.273475	0.267159	0.27486	0.263285	0.272904	0.275885	0.240006	0.271969	0.275144	0.2744	0.272879	0.268548	0.277464	0.273031	0.275567	0.275411	0.249676	0.238357	0.272726	0.272853	0.274035	0.273304	0.274764	0.275086	0.275038	0.270796	0.273541	0.274945	0.271713	0.276959	0.27186	0.273062	0.290374	0.274685	0.267074	0.285722	0.279527	0.282849	0.279197	0.27524	0.273179	0.275848	0.276598	0.27274	0.269261	0.278046	0.320734
SRR14618006	0.278884	0.281078	0.241588	0.280127	0.285099	0.281955	0.240198	0.267101	0.247285	0.268458	0.268089	0.282829	0.287827	0.28148	0.279976	0.283577	0.277189	0.27999	0.276457	0.278012	0.290761	0.277352	0.275752	0.27664	0.279335	0.277615	0.285597	0.281247	0.287555	0.284402	0.306857	0.293799	0.292776	0.299492	0.289079	0.289531	0.287026	0.286068	0.288768	0.283802	0.30133	0.284749	0.284916	0.251206	0.270829	0.26904	0.2599	0.285593	0.28306	0.259414	0.257336	0.301289	0.297027	0.295995	0.294831	0.300222	0.300903	0.292482	0.298023	0.281579	0.304955	0.293724	0.296601	0.295406	0.264549	0.243707	0.227684	0.260435	0.444887	0.423198	0.279042	0.263984	0.274421	0.305354	0.283439	0.274623	0.277878	0.285733	0.344918	0.326334	0.388713	0.317728	0.25271	0.256153	0.265934	0.276225	0.263479	0.268839	0.272392	0.273213	0.262776	0.26517	0.243374	0.26517	0.286584	0.290778	0.294438	0.294561	0.284004	0.624728	0.626066	0.630622	0.619618	0.628656	0.628841	1	0.623594	0.621887	0.619086	0.628938	0.624092	0.626892	0.625237	0.615866	0.279213	0.280888	0.2771	0.277943	0.287552	0.276615	0.280116	0.280871	0.286313	0.277537	0.27883	0.285438	0.292203	0.278583	0.27707	0.160556	0.276343	0.270738	0.278321	0.27206	0.26567	0.273688	0.26162	0.271259	0.273908	0.237959	0.27028	0.27324	0.272608	0.271045	0.266927	0.27568	0.271391	0.273618	0.27353	0.248139	0.237125	0.270978	0.271034	0.272216	0.271738	0.272991	0.273331	0.273329	0.269118	0.271725	0.273159	0.269882	0.275106	0.27009	0.271383	0.288466	0.272825	0.265322	0.28383	0.277586	0.280911	0.277384	0.273368	0.27156	0.274023	0.274714	0.270911	0.267609	0.276112	0.319633
SRR14618008	0.279285	0.281851	0.242453	0.280456	0.285506	0.282021	0.240059	0.267001	0.24721	0.268412	0.267743	0.283049	0.288523	0.282293	0.280913	0.284339	0.277963	0.280739	0.277457	0.278817	0.291263	0.278089	0.276655	0.277357	0.279911	0.278549	0.286147	0.281357	0.287842	0.285052	0.307656	0.294518	0.293062	0.299721	0.28937	0.28994	0.287375	0.286296	0.289168	0.284061	0.301347	0.285181	0.28556	0.251507	0.270465	0.269142	0.260655	0.285932	0.283084	0.259427	0.257358	0.302612	0.298472	0.297228	0.296199	0.301613	0.301955	0.293431	0.299229	0.282744	0.306272	0.295047	0.297823	0.296618	0.264793	0.24424	0.227776	0.261238	0.443109	0.423223	0.279047	0.26471	0.275382	0.306465	0.28461	0.275519	0.278703	0.286424	0.34445	0.325041	0.390301	0.318016	0.252381	0.256307	0.265904	0.276724	0.263763	0.268656	0.272853	0.273199	0.263239	0.265108	0.243124	0.265108	0.287091	0.29178	0.29506	0.295092	0.284202	0.620906	0.619809	0.615935	0.619181	0.615524	0.622213	0.623594	1	0.623228	0.612505	0.632403	0.629866	0.618147	0.614404	0.607613	0.280092	0.281912	0.278442	0.279023	0.288709	0.277644	0.281257	0.282132	0.286893	0.27862	0.27948	0.286222	0.293426	0.27947	0.277151	0.160683	0.277709	0.271173	0.279026	0.272645	0.266147	0.274407	0.261849	0.271351	0.273986	0.237986	0.270226	0.273243	0.272634	0.271054	0.267191	0.27564	0.271356	0.273812	0.273672	0.247881	0.236986	0.270826	0.271065	0.272009	0.271744	0.272979	0.273446	0.273428	0.269265	0.271886	0.273156	0.269967	0.274988	0.270065	0.271593	0.288629	0.272877	0.265278	0.284154	0.277541	0.280853	0.277535	0.273414	0.271403	0.273933	0.274929	0.270988	0.267442	0.276166	0.32088
SRR14618009	0.275067	0.278706	0.239838	0.275267	0.280724	0.278619	0.237549	0.262094	0.243214	0.263853	0.26333	0.277448	0.283506	0.277568	0.275917	0.279534	0.273355	0.276205	0.272735	0.274101	0.285692	0.273768	0.272195	0.272896	0.275539	0.273918	0.281046	0.275914	0.283384	0.280474	0.301367	0.289073	0.288605	0.294321	0.284871	0.285088	0.282862	0.282191	0.284397	0.279972	0.295994	0.279283	0.280965	0.248355	0.267221	0.265776	0.25699	0.281346	0.277644	0.255006	0.253009	0.295899	0.292342	0.291083	0.290047	0.294778	0.295311	0.288115	0.292689	0.27632	0.299525	0.289022	0.29149	0.290239	0.260964	0.241196	0.225275	0.257127	0.438589	0.426988	0.275255	0.261033	0.27057	0.299762	0.278898	0.271142	0.274181	0.281648	0.348129	0.325342	0.391362	0.316055	0.249248	0.252517	0.261852	0.271075	0.259272	0.263874	0.269039	0.269047	0.259233	0.261392	0.240076	0.261392	0.283137	0.286838	0.29041	0.290406	0.279906	0.619817	0.618178	0.615006	0.61319	0.610935	0.6211	0.621887	0.623228	1	0.632352	0.628264	0.624544	0.614604	0.61241	0.604852	0.275444	0.277035	0.273963	0.274457	0.283609	0.273389	0.276952	0.277596	0.282425	0.274038	0.275476	0.281581	0.288349	0.275321	0.27188	0.157429	0.273058	0.266466	0.275079	0.268621	0.262637	0.270101	0.257013	0.266074	0.268829	0.232735	0.265188	0.268149	0.2674	0.266074	0.262115	0.27043	0.266283	0.268576	0.268461	0.244017	0.235	0.26587	0.265953	0.267035	0.266599	0.267922	0.268125	0.268142	0.263998	0.266681	0.267956	0.264951	0.269719	0.265232	0.266362	0.282594	0.267757	0.260523	0.278274	0.272374	0.275479	0.272246	0.268296	0.266271	0.268889	0.269484	0.266001	0.262686	0.270961	0.323479
SRR14618010	0.285461	0.287655	0.24432	0.289031	0.290631	0.287068	0.245989	0.275357	0.253876	0.275414	0.275626	0.290688	0.295842	0.287893	0.286132	0.29066	0.28283	0.286212	0.282194	0.28387	0.300088	0.283541	0.281151	0.2824	0.285397	0.283595	0.29234	0.290224	0.292708	0.289194	0.312829	0.299456	0.299334	0.306953	0.294271	0.294813	0.292328	0.290454	0.293848	0.28834	0.309639	0.294004	0.289749	0.257828	0.277724	0.276817	0.265717	0.291634	0.291004	0.266437	0.264079	0.308297	0.303692	0.302828	0.300931	0.306892	0.308326	0.29922	0.306191	0.290328	0.312074	0.299737	0.303013	0.302884	0.269112	0.248837	0.231423	0.265608	0.443559	0.421471	0.283753	0.269826	0.280082	0.312605	0.289968	0.281027	0.284741	0.292676	0.34483	0.327218	0.390174	0.318449	0.258956	0.261907	0.273366	0.283578	0.26967	0.277878	0.279661	0.279945	0.268307	0.270564	0.249113	0.270564	0.291285	0.295598	0.30041	0.299962	0.288486	0.622637	0.617623	0.616579	0.62405	0.613358	0.619591	0.619086	0.612505	0.632352	1	0.625628	0.623917	0.619537	0.618041	0.612364	0.284885	0.28686	0.282507	0.283	0.293388	0.282393	0.286202	0.287015	0.292695	0.283192	0.284418	0.292641	0.299224	0.284068	0.284773	0.164716	0.280765	0.279238	0.285727	0.277989	0.272112	0.278778	0.26908	0.27904	0.282558	0.247793	0.278345	0.281664	0.28086	0.279161	0.27404	0.284362	0.27951	0.281869	0.281675	0.255346	0.24212	0.278906	0.279182	0.280408	0.279569	0.281232	0.28168	0.281695	0.277137	0.27955	0.281427	0.277916	0.28379	0.278255	0.279329	0.297703	0.28118	0.273094	0.292455	0.285973	0.289523	0.285373	0.28189	0.279477	0.282497	0.282873	0.278953	0.275617	0.28475	0.32265
SRR14618061	0.28003	0.28228	0.242158	0.281305	0.286261	0.283073	0.241014	0.268243	0.248368	0.269623	0.269254	0.284025	0.289265	0.28276	0.281149	0.2849	0.278289	0.281121	0.277554	0.279124	0.292279	0.278593	0.276621	0.277601	0.280484	0.278821	0.286861	0.282729	0.288801	0.285106	0.307903	0.29462	0.294006	0.300987	0.290145	0.290397	0.288273	0.287007	0.289674	0.284683	0.302783	0.286357	0.286253	0.252274	0.271942	0.2702	0.260735	0.286691	0.28424	0.260461	0.258325	0.302532	0.298567	0.297492	0.296075	0.301347	0.302086	0.293614	0.299681	0.283211	0.306524	0.294801	0.297702	0.296825	0.265406	0.24472	0.228273	0.261534	0.446534	0.426426	0.279848	0.265031	0.275495	0.306899	0.284817	0.275792	0.279107	0.28708	0.348639	0.326359	0.39079	0.317869	0.253624	0.256813	0.267024	0.277602	0.264596	0.270149	0.273876	0.274302	0.26367	0.266181	0.244344	0.266181	0.287502	0.291619	0.295494	0.295773	0.284995	0.628024	0.627686	0.62697	0.629872	0.621807	0.631217	0.628938	0.632403	0.628264	0.625628	1	0.650007	0.623984	0.622709	0.61575	0.280164	0.281918	0.278211	0.278889	0.288651	0.277733	0.281439	0.282066	0.28707	0.278712	0.279794	0.286594	0.293711	0.279454	0.278171	0.161182	0.277169	0.272243	0.279496	0.272934	0.266569	0.274477	0.262846	0.27231	0.275203	0.239371	0.271283	0.274504	0.273812	0.272271	0.267994	0.276986	0.272588	0.274967	0.274803	0.249131	0.23792	0.272039	0.272222	0.27333	0.272846	0.274187	0.27451	0.27444	0.27022	0.272932	0.274292	0.271068	0.276486	0.271373	0.272497	0.289853	0.274123	0.266504	0.284962	0.27884	0.282124	0.278553	0.274598	0.272562	0.275179	0.275864	0.27205	0.268899	0.277458	0.321487
SRR14618062	0.280482	0.282925	0.242219	0.281858	0.286299	0.283314	0.241501	0.268825	0.24871	0.269945	0.269699	0.284474	0.289683	0.283066	0.281671	0.285499	0.278871	0.281576	0.278103	0.279573	0.292902	0.279092	0.277276	0.278244	0.280971	0.279098	0.287366	0.283287	0.28888	0.28537	0.308324	0.295072	0.294631	0.301353	0.290437	0.290926	0.288177	0.287301	0.28985	0.284871	0.302985	0.286716	0.286416	0.252958	0.272489	0.270758	0.261356	0.287079	0.284692	0.260881	0.258712	0.303309	0.298915	0.297848	0.296224	0.301786	0.302513	0.294053	0.300135	0.283568	0.306985	0.295061	0.297978	0.297077	0.265663	0.244932	0.228471	0.261725	0.444547	0.425401	0.279986	0.265729	0.276025	0.307218	0.28516	0.276301	0.279622	0.287481	0.348479	0.326573	0.391236	0.31865	0.254127	0.257054	0.267538	0.277988	0.264799	0.270698	0.274186	0.274727	0.263963	0.266285	0.244714	0.266285	0.287986	0.292233	0.296004	0.295872	0.285447	0.625275	0.621518	0.622198	0.624888	0.620392	0.627956	0.624092	0.629866	0.624544	0.623917	0.650007	1	0.622603	0.619471	0.614808	0.280628	0.282635	0.278775	0.27947	0.289317	0.277998	0.282253	0.282492	0.287577	0.279067	0.280309	0.287272	0.294271	0.280075	0.278687	0.161408	0.277568	0.272949	0.280018	0.273638	0.266852	0.275158	0.263338	0.27278	0.275851	0.239968	0.272046	0.275002	0.274255	0.272796	0.26853	0.277481	0.273024	0.275533	0.27539	0.249599	0.238372	0.272542	0.27269	0.273839	0.273309	0.274843	0.27509	0.274944	0.270921	0.273458	0.274859	0.271591	0.276935	0.271842	0.273137	0.290545	0.274586	0.267015	0.28565	0.279349	0.282806	0.279196	0.275266	0.273101	0.275789	0.276552	0.272645	0.26926	0.278099	0.321864
SRR14618066	0.283567	0.286184	0.243771	0.286324	0.289668	0.286037	0.244241	0.27277	0.252019	0.27352	0.273431	0.288515	0.293568	0.286548	0.284594	0.288749	0.281746	0.284652	0.280778	0.282427	0.297063	0.281992	0.279744	0.281107	0.28398	0.281848	0.290496	0.287676	0.291736	0.288284	0.311455	0.29862	0.297898	0.305339	0.293106	0.293753	0.291011	0.289812	0.292981	0.28776	0.307462	0.290973	0.288921	0.255805	0.27569	0.274373	0.264078	0.289895	0.288848	0.264495	0.262315	0.306693	0.302259	0.301292	0.299813	0.305155	0.306657	0.297584	0.304173	0.287856	0.31051	0.298413	0.301528	0.301126	0.26836	0.247547	0.230758	0.264335	0.443155	0.422579	0.282922	0.268313	0.278739	0.310926	0.288525	0.279334	0.282845	0.290778	0.344577	0.327947	0.390253	0.319083	0.257369	0.260487	0.271201	0.282065	0.268318	0.274988	0.277481	0.278381	0.267025	0.269404	0.247489	0.269404	0.290634	0.295178	0.299218	0.299137	0.287663	0.624725	0.621688	0.6268	0.624902	0.621999	0.626494	0.626892	0.618147	0.614604	0.619537	0.623984	0.622603	1	0.624083	0.622502	0.283694	0.285646	0.281858	0.282136	0.292455	0.281053	0.284812	0.285774	0.290944	0.282019	0.283187	0.290777	0.297596	0.283029	0.282635	0.163538	0.280038	0.276539	0.283586	0.276835	0.2704	0.278128	0.266959	0.276781	0.280124	0.244452	0.276167	0.279147	0.27847	0.276839	0.272264	0.281839	0.277169	0.279575	0.279429	0.253229	0.240798	0.276569	0.276901	0.27807	0.277434	0.278875	0.279394	0.279283	0.274967	0.277443	0.278903	0.275584	0.281387	0.275945	0.277236	0.295065	0.27887	0.270895	0.289943	0.283622	0.287089	0.283202	0.279439	0.27717	0.280053	0.28064	0.276661	0.273301	0.282197	0.320754
SRR14618067	0.282935	0.28556	0.243064	0.285389	0.288552	0.284941	0.244145	0.272186	0.251611	0.272791	0.272872	0.287575	0.292774	0.285606	0.283912	0.288048	0.280693	0.283745	0.280097	0.281762	0.296612	0.281388	0.279107	0.280248	0.28331	0.281272	0.29012	0.286983	0.290495	0.287095	0.309896	0.297096	0.296735	0.30398	0.292168	0.292494	0.289895	0.288574	0.291827	0.286414	0.306303	0.290017	0.287852	0.255367	0.27523	0.273738	0.263371	0.288842	0.287949	0.263853	0.261581	0.305775	0.301513	0.300485	0.298982	0.304521	0.305758	0.296716	0.30326	0.287123	0.309593	0.297493	0.300638	0.300078	0.266846	0.246867	0.230136	0.264084	0.442698	0.420645	0.281887	0.267466	0.278121	0.31018	0.287447	0.278835	0.282369	0.290169	0.344095	0.328193	0.389308	0.318129	0.256475	0.259831	0.270289	0.280223	0.266941	0.274579	0.276997	0.277017	0.266401	0.268465	0.24712	0.268465	0.289352	0.29384	0.297881	0.298048	0.286719	0.626545	0.62321	0.623739	0.619023	0.616261	0.621705	0.625237	0.614404	0.61241	0.618041	0.622709	0.619471	0.624083	1	0.615731	0.282491	0.284709	0.280442	0.28098	0.291036	0.279895	0.283462	0.284722	0.290184	0.280768	0.282088	0.289752	0.296382	0.281747	0.281776	0.163051	0.279217	0.27617	0.282967	0.275926	0.269659	0.276987	0.266413	0.276114	0.279403	0.244058	0.275471	0.27881	0.277852	0.276214	0.27143	0.281213	0.276527	0.278946	0.278748	0.252772	0.240405	0.276087	0.276275	0.277424	0.276738	0.278178	0.278529	0.278584	0.274206	0.276749	0.278422	0.27503	0.28051	0.275257	0.276471	0.294661	0.278248	0.270419	0.289291	0.282871	0.286375	0.282465	0.2789	0.27657	0.27938	0.279989	0.27596	0.272742	0.281814	0.322648
SRR14618068	0.285499	0.286521	0.245452	0.288321	0.29147	0.287765	0.245548	0.274315	0.253376	0.27514	0.275041	0.290377	0.29526	0.288298	0.28628	0.290431	0.283314	0.286259	0.282267	0.284291	0.298951	0.283893	0.281522	0.282909	0.285852	0.283729	0.29263	0.289392	0.293409	0.290444	0.313714	0.300607	0.299675	0.307087	0.295243	0.295711	0.29292	0.291886	0.294629	0.289361	0.309374	0.293073	0.290801	0.257145	0.277591	0.275783	0.265675	0.292366	0.290527	0.266037	0.263759	0.308935	0.304023	0.303268	0.301853	0.307076	0.30852	0.299259	0.306146	0.289711	0.312796	0.300306	0.303277	0.302547	0.269801	0.249062	0.231961	0.266002	0.440073	0.420496	0.284585	0.269866	0.280376	0.313336	0.289672	0.281121	0.284638	0.292549	0.342745	0.328688	0.388989	0.319979	0.258285	0.262151	0.272723	0.283763	0.269758	0.276534	0.27921	0.279793	0.26879	0.270802	0.248594	0.270802	0.292517	0.296661	0.300781	0.300587	0.289915	0.616153	0.612941	0.613823	0.616444	0.609874	0.617735	0.615866	0.607613	0.604852	0.612364	0.61575	0.614808	0.622502	0.615731	1	0.285693	0.28757	0.283521	0.2843	0.294006	0.282761	0.286941	0.287465	0.292906	0.28362	0.284682	0.292926	0.299881	0.285135	0.284271	0.164446	0.281905	0.278262	0.285432	0.278712	0.272032	0.280025	0.268516	0.278413	0.281604	0.245778	0.277569	0.280883	0.280065	0.278329	0.273727	0.283361	0.278702	0.281183	0.280978	0.254426	0.242263	0.278157	0.278303	0.279518	0.278914	0.280477	0.280814	0.280612	0.276322	0.278841	0.28047	0.277128	0.282784	0.277468	0.278485	0.296645	0.280266	0.272323	0.291767	0.285242	0.288704	0.284986	0.28084	0.278798	0.281562	0.282401	0.278058	0.274596	0.283926	0.319821
SRR14618031	0.374518	0.425907	0.302882	0.307642	0.300326	0.274314	0.251769	0.284344	0.264458	0.288813	0.28608	0.300952	0.375993	0.378036	0.373436	0.378208	0.37287	0.376657	0.3732	0.375285	0.376001	0.373843	0.373068	0.374959	0.37325	0.373776	0.379451	0.296013	0.294123	0.29239	0.310368	0.300082	0.302211	0.307136	0.295787	0.297083	0.294337	0.293225	0.29558	0.290408	0.308343	0.289723	0.293395	0.3272	0.281334	0.3401	0.382207	0.292825	0.301463	0.274283	0.273083	0.395528	0.382034	0.38196	0.377856	0.383136	0.395306	0.390531	0.387231	0.360149	0.401154	0.37887	0.380277	0.37791	0.274584	0.294543	0.240185	0.330539	0.279032	0.282774	0.300137	0.373942	0.371956	0.398547	0.349171	0.372727	0.374877	0.382782	0.238616	0.27765	0.303109	0.28218	0.266926	0.270376	0.297234	0.282357	0.272226	0.285941	0.344778	0.283613	0.274511	0.276232	0.257844	0.276232	0.31909	0.317811	0.323229	0.319802	0.29128	0.283254	0.28079	0.281579	0.2858	0.280143	0.280777	0.279213	0.280092	0.275444	0.284885	0.280164	0.280628	0.283694	0.282491	0.285693	1	0.450744	0.451775	0.450942	0.458364	0.445089	0.448634	0.447627	0.478591	0.456071	0.450794	0.446483	0.456163	0.451265	0.293935	0.159056	0.405162	0.339561	0.422656	0.39198	0.323651	0.402512	0.277578	0.285485	0.288789	0.247228	0.284507	0.28755	0.286633	0.284973	0.280847	0.290321	0.285794	0.288293	0.288169	0.262866	0.265838	0.285399	0.28547	0.286718	0.285593	0.287233	0.288156	0.287821	0.283316	0.285811	0.28772	0.283775	0.289803	0.284826	0.285815	0.302865	0.287306	0.279827	0.297974	0.291848	0.295183	0.291176	0.288064	0.285802	0.288289	0.289411	0.285181	0.282222	0.290533	0.288117
SRR14618032	0.37481	0.425362	0.303772	0.309624	0.302463	0.27583	0.253426	0.286373	0.266194	0.29067	0.288102	0.302903	0.376171	0.377608	0.373902	0.377498	0.372782	0.375261	0.37315	0.374082	0.376445	0.372714	0.372326	0.374125	0.37157	0.374503	0.380053	0.298366	0.295543	0.29435	0.312609	0.302111	0.304719	0.31013	0.297596	0.299087	0.296817	0.294988	0.297206	0.292177	0.310599	0.291683	0.295264	0.32591	0.283221	0.33949	0.37535	0.295179	0.303562	0.276056	0.274959	0.395991	0.381794	0.382182	0.378746	0.383764	0.39558	0.389424	0.388185	0.361214	0.4009	0.379074	0.381492	0.379235	0.276802	0.294481	0.241544	0.330919	0.281482	0.283735	0.303138	0.370131	0.372531	0.398098	0.3496	0.373051	0.375441	0.38212	0.239827	0.278592	0.303691	0.282932	0.268374	0.271802	0.298572	0.285109	0.274545	0.287959	0.345274	0.286171	0.276264	0.278038	0.259331	0.278038	0.320227	0.319087	0.326442	0.321792	0.293363	0.285602	0.282639	0.283405	0.288033	0.282389	0.282348	0.280888	0.281912	0.277035	0.28686	0.281918	0.282635	0.285646	0.284709	0.28757	0.450744	1	0.457076	0.456218	0.450786	0.442984	0.444069	0.440356	0.443184	0.448623	0.441013	0.467283	0.450856	0.444974	0.295862	0.160088	0.404866	0.340043	0.420714	0.394488	0.325003	0.404555	0.279316	0.287434	0.290853	0.249408	0.286831	0.289713	0.288739	0.287156	0.282736	0.292533	0.287921	0.2902	0.290077	0.264563	0.266621	0.287376	0.287447	0.288873	0.287752	0.289405	0.290174	0.28967	0.285205	0.28784	0.289719	0.285927	0.291808	0.286868	0.287758	0.305163	0.289318	0.281795	0.300037	0.293998	0.297626	0.293348	0.29016	0.288042	0.290195	0.291354	0.287271	0.284374	0.292667	0.288439
